Type d'établissement - Année scolaire;Libellé établissement;Adresse;Arrondissement;Code INSEE;Année scolaire;Type établissement;geo_shape;geo_point_2d
COLLEGES (année scolaire 2020/2021);PIERRE ALVISET;88 RUE MONGE;5ème Ardt;75105;2020-2021;Collège;"{""coordinates"": [2.3517836000159376, 48.84129470031784], ""type"": ""Point""}";48.84129470031784, 2.3517836000159376
COLLEGES (année scolaire 2020/2021);OCTAVE GREARD;28 RUE DU GENERAL FOY;8ème Ardt;75108;2020-2021;Collège;"{""coordinates"": [2.3176935384015067, 48.87881482865127], ""type"": ""Point""}";48.87881482865127, 2.3176935384015067
COLLEGES (année scolaire 2021/2022);JANSON DE SAILLY;106 RUE DE LA POMPE;16ème Ardt;75116;2021-2022;Collège;"{""coordinates"": [2.2794523152558988, 48.865560914141476], ""type"": ""Point""}";48.865560914141476, 2.2794523152558988
COLLEGES (année scolaire 2021/2022);ANDRE MALRAUX;5 bis RUE SAINT-FERDINAND;17ème Ardt;75117;2021-2022;Collège;"{""coordinates"": [2.290514944291562, 48.87881043889032], ""type"": ""Point""}";48.87881043889032, 2.290514944291562
COLLEGES (année scolaire 2021/2022);GEORGES COURTELINE;48 bis AVENUE DU DOCTEUR ARNOLD NETTER;12ème Ardt;75112;2021-2022;Collège;"{""coordinates"": [2.4057395667212846, 48.8441317781261], ""type"": ""Point""}";48.8441317781261, 2.4057395667212846
COLLEGES (année scolaire 2021/2022);PIERRE DE RONSARD;140 AVENUE DE WAGRAM;17ème Ardt;75117;2021-2022;Collège;"{""coordinates"": [2.3040936300187407, 48.88588609596083], ""type"": ""Point""}";48.88588609596083, 2.3040936300187407
COLLEGES (année scolaire 2022/2023);HENRI IV;23 RUE CLOVIS;5ème Ardt;75105;2022-2023;Collège;"{""coordinates"": [2.347383672470346, 48.846358092872286], ""type"": ""Point""}";48.846358092872286, 2.347383672470346
COLLEGES (année scolaire 2022/2023);BUFFON;16 BOULEVARD PASTEUR;15ème Ardt;75115;2022-2023;Collège;"{""coordinates"": [2.3117175756846695, 48.84345072823188], ""type"": ""Point""}";48.84345072823188, 2.3117175756846695
COLLEGES (année scolaire 2022/2023);ROBERT DOISNEAU;51 RUE DES PANOYAUX;20ème Ardt;75120;2022-2023;Collège;"{""coordinates"": [2.387974290425766, 48.86707415481146], ""type"": ""Point""}";48.86707415481146, 2.387974290425766
COLLEGES (année scolaire 2022/2023);CLAUDE MONET;1 RUE DU DOCTEUR MAGNAN;13ème Ardt;75113;2022-2023;Collège;"{""coordinates"": [2.3623243534171525, 48.827434468723496], ""type"": ""Point""}";48.827434468723496, 2.3623243534171525
COLLEGES (année scolaire 2022/2023);EVARISTE GALOIS;11 RUE DU DOCTEUR BOURNEVILLE;13ème Ardt;75113;2022-2023;Collège;"{""coordinates"": [2.358378714817569, 48.81844173613279], ""type"": ""Point""}";48.81844173613279, 2.358378714817569
COLLEGES (année scolaire 2022/2023);ANTOINE COYSEVOX;16 RUE COYSEVOX;18ème Ardt;75118;2022-2023;Collège;"{""coordinates"": [2.3298201952433653, 48.89161762679698], ""type"": ""Point""}";48.89161762679698, 2.3298201952433653
COLLEGES (année scolaire 2022/2023);ROGNONI;24 RUE DU CARDINAL LEMOINE;5ème Ardt;75105;2022-2023;Collège;"{""coordinates"": [2.3532818415788683, 48.84827305751572], ""type"": ""Point""}";48.84827305751572, 2.3532818415788683
COLLEGES (année scolaire 2023/2024);YVONNE LE TAC;7 RUE YVONNE LE TAC;18ème Ardt;75118;2023-2024;Collège;"{""coordinates"": [2.3406539688870316, 48.88402411921948], ""type"": ""Point""}";48.88402411921948, 2.3406539688870316
COLLEGES (année scolaire 2023/2024);OCTAVE GREARD;28 RUE DU GENERAL FOY;8ème Ardt;75108;2023-2024;Collège;"{""coordinates"": [2.3176935384015067, 48.87881482865127], ""type"": ""Point""}";48.87881482865127, 2.3176935384015067
COLLEGES (année scolaire 2023/2024);PIERRE ALVISET;88 RUE MONGE;5ème Ardt;75105;2023-2024;Collège;"{""coordinates"": [2.3517836000159376, 48.84129470031784], ""type"": ""Point""}";48.84129470031784, 2.3517836000159376
COLLEGES (année scolaire 2024/2025);CESAR FRANCK;5 RUE DE LA JUSSIENNE;2ème Ardt;75102;2024-2025;Collège;"{""coordinates"": [2.3442026798992033, 48.86535583739994], ""type"": ""Point""}";48.86535583739994, 2.3442026798992033
COLLEGES (année scolaire 2024/2025);AUGUSTE RODIN;19 RUE CORVISART;13ème Ardt;75113;2024-2025;Collège;"{""coordinates"": [2.347148574677879, 48.83256966693821], ""type"": ""Point""}";48.83256966693821, 2.347148574677879
COLLEGES (année scolaire 2025/2026);ALAIN FOURNIER;87 RUE LEON FROT;11ème Ardt;75111;2025-2026;Collège;"{""coordinates"": [2.3838537411265492, 48.85822327881152], ""type"": ""Point""}";48.85822327881152, 2.3838537411265492
COLLEGES (année scolaire 2025/2026);JULES FERRY;77 bis BOULEVARD DE CLICHY;9ème Ardt;75109;2025-2026;Collège;"{""coordinates"": [2.3291456039155314, 48.8843501739233], ""type"": ""Point""}";48.8843501739233, 2.3291456039155314
COLLEGES (année scolaire 2025/2026);JEAN DE LA FONTAINE;1 PLACE DE LA PORTE MOLITOR;16ème Ardt;75116;2025-2026;Collège;"{""coordinates"": [2.2565776954864436, 48.845190601685545], ""type"": ""Point""}";48.845190601685545, 2.2565776954864436
COLLEGES (année scolaire 2025/2026);BERNARD PALISSY;21 RUE DES PETITS HOTELS;10ème Ardt;75110;2025-2026;Collège;"{""coordinates"": [2.35285899572182, 48.87746346177602], ""type"": ""Point""}";48.87746346177602, 2.35285899572182
COLLEGES (année scolaire 2025/2026);EDOUARD PAILLERON;35 RUE EDOUARD PAILLERON;19ème Ardt;75119;2025-2026;Collège;"{""coordinates"": [2.3789595976766833, 48.881293191571345], ""type"": ""Point""}";48.881293191571345, 2.3789595976766833
COLLEGES (année scolaire 2025/2026);LUCIE FAURE;40 RUE DES PYRENEES;20ème Ardt;75120;2025-2026;Collège;"{""coordinates"": [2.406501323731271, 48.85090897148368], ""type"": ""Point""}";48.85090897148368, 2.406501323731271
COLLEGES (année scolaire 2025/2026);FRANCOISE SELIGMAN;21 RUE DE SAMBRE ET MEUSE;10ème Ardt;75110;2025-2026;Collège;"{""coordinates"": [2.371691242263032, 48.87485079446566], ""type"": ""Point""}";48.87485079446566, 2.371691242263032
COLLEGES (année scolaire 2020/2021);JEAN DE LA FONTAINE;1 PLACE DE LA PORTE MOLITOR;16ème Ardt;75116;2020-2021;Collège;"{""coordinates"": [2.2565776954864436, 48.845190601685545], ""type"": ""Point""}";48.845190601685545, 2.2565776954864436
COLLEGES (année scolaire 2020/2021);LA GRANGE AUX BELLES;158 QUAI DE JEMMAPES;10ème Ardt;75110;2020-2021;Collège;"{""coordinates"": [2.366634856571281, 48.87798501995133], ""type"": ""Point""}";48.87798501995133, 2.366634856571281
COLLEGES (année scolaire 2020/2021);JULES ROMAINS;6 RUE CLER;7ème Ardt;75107;2020-2021;Collège;"{""coordinates"": [2.3054337931400832, 48.85846458255922], ""type"": ""Point""}";48.85846458255922, 2.3054337931400832
COLLEGES (année scolaire 2021/2022);GEORGES ROUAULT;3 RUE DU NOYER-DURAND;19ème Ardt;75119;2021-2022;Collège;"{""coordinates"": [2.3990770619653667, 48.88660919266352], ""type"": ""Point""}";48.88660919266352, 2.3990770619653667
COLLEGES (année scolaire 2021/2022);JACQUES DECOUR;12 AVENUE TRUDAINE;9ème Ardt;75109;2021-2022;Collège;"{""coordinates"": [2.3434236996737567, 48.8814862743419], ""type"": ""Point""}";48.8814862743419, 2.3434236996737567
COLLEGES (année scolaire 2021/2022);GUY FLAVIEN;6 RUE D' ARTAGNAN;12ème Ardt;75112;2021-2022;Collège;"{""coordinates"": [2.386137299021649, 48.845408021178045], ""type"": ""Point""}";48.845408021178045, 2.386137299021649
COLLEGES (année scolaire 2021/2022);DANIEL MAYER;2 PLACE HEBERT;18ème Ardt;75118;2021-2022;Collège;"{""coordinates"": [2.363861812299952, 48.893141293813464], ""type"": ""Point""}";48.893141293813464, 2.363861812299952
COLLEGES (année scolaire 2021/2022);PILATRE DE ROZIER;11 RUE BOUVIER;11ème Ardt;75111;2021-2022;Collège;"{""coordinates"": [2.387212273993633, 48.851962677558625], ""type"": ""Point""}";48.851962677558625, 2.387212273993633
COLLEGES (année scolaire 2021/2022);FRANCOISE DOLTO;354 RUE DES PYRENEES;20ème Ardt;75120;2021-2022;Collège;"{""coordinates"": [2.386914603390663, 48.87395669100666], ""type"": ""Point""}";48.87395669100666, 2.386914603390663
COLLEGES (année scolaire 2022/2023);LUCIE FAURE;40 RUE DES PYRENEES;20ème Ardt;75120;2022-2023;Collège;"{""coordinates"": [2.406501323731271, 48.85090897148368], ""type"": ""Point""}";48.85090897148368, 2.406501323731271
COLLEGES (année scolaire 2022/2023);HONORE DE BALZAC;118 BOULEVARD BESSIERES;17ème Ardt;75117;2022-2023;Collège;"{""coordinates"": [2.3154768243409674, 48.89553072920293], ""type"": ""Point""}";48.89553072920293, 2.3154768243409674
COLLEGES (année scolaire 2022/2023);PIERRE DE RONSARD;140 AVENUE DE WAGRAM;17ème Ardt;75117;2022-2023;Collège;"{""coordinates"": [2.3040936300187407, 48.88588609596083], ""type"": ""Point""}";48.88588609596083, 2.3040936300187407
COLLEGES (année scolaire 2022/2023);JEAN FRANCOIS OEBEN;23 RUE DE REUILLY;12ème Ardt;75112;2022-2023;Collège;"{""coordinates"": [2.386162996918993, 48.84830590580039], ""type"": ""Point""}";48.84830590580039, 2.386162996918993
COLLEGES (année scolaire 2022/2023);JEAN-BAPTISTE CLEMENT;26 RUE HENRI CHEVREAU;20ème Ardt;75120;2022-2023;Collège;"{""coordinates"": [2.3893779158619775, 48.86995320747503], ""type"": ""Point""}";48.86995320747503, 2.3893779158619775
COLLEGES (année scolaire 2023/2024);JEAN PERRIN;6 RUE EUGENE REISZ;20ème Ardt;75120;2023-2024;Collège;"{""coordinates"": [2.411192015083835, 48.85685261667771], ""type"": ""Point""}";48.85685261667771, 2.411192015083835
COLLEGES (année scolaire 2023/2024);EDMOND MICHELET;70 RUE DE L' OURCQ;19ème Ardt;75119;2023-2024;Collège;"{""coordinates"": [2.376485834379865, 48.89366655755415], ""type"": ""Point""}";48.89366655755415, 2.376485834379865
COLLEGES (année scolaire 2023/2024);GEORGES COURTELINE;48 bis AVENUE DU DOCTEUR ARNOLD NETTER;12ème Ardt;75112;2023-2024;Collège;"{""coordinates"": [2.4057395667212846, 48.8441317781261], ""type"": ""Point""}";48.8441317781261, 2.4057395667212846
COLLEGES (année scolaire 2023/2024);CLAUDE MONET;1 RUE DU DOCTEUR MAGNAN;13ème Ardt;75113;2023-2024;Collège;"{""coordinates"": [2.3623243534171525, 48.827434468723496], ""type"": ""Point""}";48.827434468723496, 2.3623243534171525
COLLEGES (année scolaire 2023/2024);JEAN DE LA FONTAINE;1 PLACE DE LA PORTE MOLITOR;16ème Ardt;75116;2023-2024;Collège;"{""coordinates"": [2.2565776954864436, 48.845190601685545], ""type"": ""Point""}";48.845190601685545, 2.2565776954864436
COLLEGES (année scolaire 2023/2024);JULES FERRY;77 bis BOULEVARD DE CLICHY;9ème Ardt;75109;2023-2024;Collège;"{""coordinates"": [2.3291456039155314, 48.8843501739233], ""type"": ""Point""}";48.8843501739233, 2.3291456039155314
COLLEGES (année scolaire 2024/2025);GEORGES CLEMENCEAU;43 RUE DES POISSONNIERS;18ème Ardt;75118;2024-2025;Collège;"{""coordinates"": [2.3515397719869475, 48.88906745779489], ""type"": ""Point""}";48.88906745779489, 2.3515397719869475
COLLEGES (année scolaire 2024/2025);GUSTAVE FLAUBERT;82 AVENUE D' IVRY;13ème Ardt;75113;2024-2025;Collège;"{""coordinates"": [2.3626597620602254, 48.82496991497496], ""type"": ""Point""}";48.82496991497496, 2.3626597620602254
COLLEGES (année scolaire 2024/2025);LEON GAMBETTA;149 AVENUE GAMBETTA;20ème Ardt;75120;2024-2025;Collège;"{""coordinates"": [2.402724143981059, 48.869999093875464], ""type"": ""Point""}";48.869999093875464, 2.402724143981059
COLLEGES (année scolaire 2024/2025);COLETTE BESSON;9 RUE DES PANOYAUX;20ème Ardt;75120;2024-2025;Collège;"{""coordinates"": [2.3849235011315018, 48.86642227484253], ""type"": ""Point""}";48.86642227484253, 2.3849235011315018
COLLEGES (année scolaire 2024/2025);ROLAND DORGELES;63 RUE DE CLIGNANCOURT;18ème Ardt;75118;2024-2025;Collège;"{""coordinates"": [2.3478620292642036, 48.88824190894073], ""type"": ""Point""}";48.88824190894073, 2.3478620292642036
COLLEGES (année scolaire 2025/2026);HELENE BOUCHER;75 COURS DE VINCENNES;20ème Ardt;75120;2025-2026;Collège;"{""coordinates"": [2.4069675330447433, 48.84781843548246], ""type"": ""Point""}";48.84781843548246, 2.4069675330447433
COLLEGES (année scolaire 2025/2026);LOUISE MICHEL;11 RUE JEAN POULMARCH;10ème Ardt;75110;2025-2026;Collège;"{""coordinates"": [2.3636082456277463, 48.872309051411165], ""type"": ""Point""}";48.872309051411165, 2.3636082456277463
COLLEGES (année scolaire 2025/2026);JULES VERNE;20 RUE DE LA BRECHE AUX LOUPS;12ème Ardt;75112;2025-2026;Collège;"{""coordinates"": [2.3941783022137617, 48.8375505143775], ""type"": ""Point""}";48.8375505143775, 2.3941783022137617
COLLEGES (année scolaire 2025/2026);PIERRE MENDES FRANCE;24 RUE LE VAU;20ème Ardt;75120;2025-2026;Collège;"{""coordinates"": [2.411159984926502, 48.86805832906415], ""type"": ""Point""}";48.86805832906415, 2.411159984926502
COLLEGES (année scolaire 2025/2026);GERMAINE TILLION;8 AVENUE VINCENT D'INDY;12ème Ardt;75112;2025-2026;Collège;"{""coordinates"": [2.4117076060119294, 48.84313628382938], ""type"": ""Point""}";48.84313628382938, 2.4117076060119294
COLLEGES (année scolaire 2025/2026);CHAPTAL;45 BOULEVARD DES BATIGNOLLES;8ème Ardt;75108;2025-2026;Collège;"{""coordinates"": [2.319687602583127, 48.88173758353143], ""type"": ""Point""}";48.88173758353143, 2.319687602583127
COLLEGES (année scolaire 2020/2021);JEAN FRANCOIS OEBEN;23 RUE DE REUILLY;12ème Ardt;75112;2020-2021;Collège;"{""coordinates"": [2.386162996918993, 48.84830590580039], ""type"": ""Point""}";48.84830590580039, 2.386162996918993
COLLEGES (année scolaire 2020/2021);JULES VERNE;20 RUE DE LA BRECHE AUX LOUPS;12ème Ardt;75112;2020-2021;Collège;"{""coordinates"": [2.3941783022137617, 48.8375505143775], ""type"": ""Point""}";48.8375505143775, 2.3941783022137617
COLLEGES (année scolaire 2020/2021);AMEDEO MODIGLIANI;1 RUE DE CHERBOURG;15ème Ardt;75115;2020-2021;Collège;"{""coordinates"": [2.3047394660611222, 48.83170273369949], ""type"": ""Point""}";48.83170273369949, 2.3047394660611222
COLLEGES (année scolaire 2020/2021);AIME CESAIRE;22 RUE PAJOL;18ème Ardt;75118;2020-2021;Collège;"{""coordinates"": [2.363067598532842, 48.8895947927362], ""type"": ""Point""}";48.8895947927362, 2.363067598532842
COLLEGES (année scolaire 2020/2021);DANIEL MAYER;2 PLACE HEBERT;18ème Ardt;75118;2020-2021;Collège;"{""coordinates"": [2.363861812299952, 48.893141293813464], ""type"": ""Point""}";48.893141293813464, 2.363861812299952
COLLEGES (année scolaire 2021/2022);GEORGE SAND;159 RUE DE TOLBIAC;13ème Ardt;75113;2021-2022;Collège;"{""coordinates"": [2.3558852290755237, 48.82601379702334], ""type"": ""Point""}";48.82601379702334, 2.3558852290755237
COLLEGES (année scolaire 2021/2022);MOULIN DES PRES;18 RUE DU MOULIN DES PRES;13ème Ardt;75113;2021-2022;Collège;"{""coordinates"": [2.3527133607661415, 48.82878642051567], ""type"": ""Point""}";48.82878642051567, 2.3527133607661415
COLLEGES (année scolaire 2021/2022);LA GRANGE AUX BELLES;158 QUAI DE JEMMAPES;10ème Ardt;75110;2021-2022;Collège;"{""coordinates"": [2.366634856571281, 48.87798501995133], ""type"": ""Point""}";48.87798501995133, 2.366634856571281
COLLEGES (année scolaire 2021/2022);VICTOR DURUY;33 BOULEVARD DES INVALIDES;7ème Ardt;75107;2021-2022;Collège;"{""coordinates"": [2.3148479397647423, 48.85230001233898], ""type"": ""Point""}";48.85230001233898, 2.3148479397647423
COLLEGES (année scolaire 2021/2022);EDMOND MICHELET;70 RUE DE L' OURCQ;19ème Ardt;75119;2021-2022;Collège;"{""coordinates"": [2.376485834379865, 48.89366655755415], ""type"": ""Point""}";48.89366655755415, 2.376485834379865
COLLEGES (année scolaire 2021/2022);CESAR FRANCK;5 RUE DE LA JUSSIENNE;2ème Ardt;75102;2021-2022;Collège;"{""coordinates"": [2.3442026798992033, 48.86535583739994], ""type"": ""Point""}";48.86535583739994, 2.3442026798992033
COLLEGES (année scolaire 2021/2022);OCTAVE GREARD;28 RUE DU GENERAL FOY;8ème Ardt;75108;2021-2022;Collège;"{""coordinates"": [2.3176935384015067, 48.87881482865127], ""type"": ""Point""}";48.87881482865127, 2.3176935384015067
COLLEGES (année scolaire 2021/2022);JEAN-BAPTISTE POQUELIN;6 RUE MOLIERE;1er Ardt;75101;2021-2022;Collège;"{""coordinates"": [2.335488361254741, 48.86465286301919], ""type"": ""Point""}";48.86465286301919, 2.335488361254741
COLLEGES (année scolaire 2021/2022);ROSE BLANCHE;101 RUE DE SAUSSURE;17ème Ardt;75117;2021-2022;Collège;"{""coordinates"": [2.311717565640409, 48.8874299696971], ""type"": ""Point""}";48.8874299696971, 2.311717565640409
COLLEGES (année scolaire 2021/2022);JEAN-BAPTISTE SAY;11 bis RUE D' AUTEUIL;16ème Ardt;75116;2021-2022;Collège;"{""coordinates"": [2.267323661986637, 48.847305414456955], ""type"": ""Point""}";48.847305414456955, 2.267323661986637
COLLEGES (année scolaire 2022/2023);BERNARD PALISSY;21 RUE DES PETITS HOTELS;10ème Ardt;75110;2022-2023;Collège;"{""coordinates"": [2.35285899572182, 48.87746346177602], ""type"": ""Point""}";48.87746346177602, 2.35285899572182
COLLEGES (année scolaire 2022/2023);CHAPTAL;45 BOULEVARD DES BATIGNOLLES;8ème Ardt;75108;2022-2023;Collège;"{""coordinates"": [2.319687602583127, 48.88173758353143], ""type"": ""Point""}";48.88173758353143, 2.319687602583127
COLLEGES (année scolaire 2022/2023);VOLTAIRE;101 AVENUE DE LA REPUBLIQUE;11ème Ardt;75111;2022-2023;Collège;"{""coordinates"": [2.3845254514835212, 48.86352557226195], ""type"": ""Point""}";48.86352557226195, 2.3845254514835212
COLLEGES (année scolaire 2022/2023);PIERRE JEAN DE BERANGER;5 RUE BERANGER;3ème Ardt;75103;2022-2023;Collège;"{""coordinates"": [2.3642603834093108, 48.865016990354505], ""type"": ""Point""}";48.865016990354505, 2.3642603834093108
COLLEGES (année scolaire 2022/2023);MARX DORMOY;55 RUE MARX DORMOY;18ème Ardt;75118;2022-2023;Collège;"{""coordinates"": [2.359697412102091, 48.888496875091114], ""type"": ""Point""}";48.888496875091114, 2.359697412102091
COLLEGES (année scolaire 2022/2023);RAYMOND QUENEAU;66 BOULEVARD SAINT-MARCEL;5ème Ardt;75105;2022-2023;Collège;"{""coordinates"": [2.3546739157184287, 48.83789635698398], ""type"": ""Point""}";48.83789635698398, 2.3546739157184287
COLLEGES (année scolaire 2022/2023);LAVOISIER;17 RUE HENRI BARBUSSE;5ème Ardt;75105;2022-2023;Collège;"{""coordinates"": [2.3392948014490216, 48.842354560857245], ""type"": ""Point""}";48.842354560857245, 2.3392948014490216
COLLEGES (année scolaire 2023/2024);HENRI IV;23 RUE CLOVIS;5ème Ardt;75105;2023-2024;Collège;"{""coordinates"": [2.347383672470346, 48.846358092872286], ""type"": ""Point""}";48.846358092872286, 2.347383672470346
COLLEGES (année scolaire 2023/2024);LAMARTINE;121 RUE DU FAUBOURG POISSONNIERE;9ème Ardt;75109;2023-2024;Collège;"{""coordinates"": [2.349089434845314, 48.87838139909923], ""type"": ""Point""}";48.87838139909923, 2.349089434845314
COLLEGES (année scolaire 2023/2024);MONTGOLFIER;15 RUE MONTGOLFIER;3ème Ardt;75103;2023-2024;Collège;"{""coordinates"": [2.3573979777840735, 48.86669135689307], ""type"": ""Point""}";48.86669135689307, 2.3573979777840735
COLLEGES (année scolaire 2023/2024);CLAUDE CHAPPE;9 RUE DES ALOUETTES;19ème Ardt;75119;2023-2024;Collège;"{""coordinates"": [2.385349731136482, 48.877493391773086], ""type"": ""Point""}";48.877493391773086, 2.385349731136482
COLLEGES (année scolaire 2023/2024);MOZART;7 RUE JOMARD;19ème Ardt;75119;2023-2024;Collège;"{""coordinates"": [2.379308212552385, 48.88957595365006], ""type"": ""Point""}";48.88957595365006, 2.379308212552385
COLLEGES (année scolaire 2023/2024);HONORE DE BALZAC;118 BOULEVARD BESSIERES;17ème Ardt;75117;2023-2024;Collège;"{""coordinates"": [2.3154768243409674, 48.89553072920293], ""type"": ""Point""}";48.89553072920293, 2.3154768243409674
COLLEGES (année scolaire 2023/2024);HELENE BOUCHER;75 COURS DE VINCENNES;20ème Ardt;75120;2023-2024;Collège;"{""coordinates"": [2.4069675330447433, 48.84781843548246], ""type"": ""Point""}";48.84781843548246, 2.4069675330447433
COLLEGES (année scolaire 2024/2025);ROSE BLANCHE;101 RUE DE SAUSSURE;17ème Ardt;75117;2024-2025;Collège;"{""coordinates"": [2.310037489456155, 48.88933528450427], ""type"": ""Point""}";48.88933528450427, 2.310037489456155
COLLEGES (année scolaire 2024/2025);AMEDEO MODIGLIANI;1 RUE DE CHERBOURG;15ème Ardt;75115;2024-2025;Collège;"{""coordinates"": [2.3047394660611222, 48.83170273369949], ""type"": ""Point""}";48.83170273369949, 2.3047394660611222
COLLEGES (année scolaire 2024/2025);ANDRE CITROEN;208 RUE SAINT-CHARLES;15ème Ardt;75115;2024-2025;Collège;"{""coordinates"": [2.2785902524445145, 48.838859569842995], ""type"": ""Point""}";48.838859569842995, 2.2785902524445145
COLLEGES (année scolaire 2024/2025);ROBERT DOISNEAU;51 RUE DES PANOYAUX;20ème Ardt;75120;2024-2025;Collège;"{""coordinates"": [2.387974290425766, 48.86707415481146], ""type"": ""Point""}";48.86707415481146, 2.387974290425766
COLLEGES (année scolaire 2024/2025);MOLIERE;71 RUE DU RANELAGH;16ème Ardt;75116;2024-2025;Collège;"{""coordinates"": [2.272125246761933, 48.85500051295463], ""type"": ""Point""}";48.85500051295463, 2.272125246761933
COLLEGES (année scolaire 2024/2025);THOMAS MANN;91 AVENUE DE FRANCE;13ème Ardt;75113;2024-2025;Collège;"{""coordinates"": [2.377938859129365, 48.82891771170081], ""type"": ""Point""}";48.82891771170081, 2.377938859129365
COLLEGES (année scolaire 2024/2025);FLORA TRISTAN;4 RUE GALLERON;20ème Ardt;75120;2024-2025;Collège;"{""coordinates"": [2.404630008354641, 48.85874304494558], ""type"": ""Point""}";48.85874304494558, 2.404630008354641
COLLEGES (année scolaire 2025/2026);ROLAND DORGELES;63 RUE DE CLIGNANCOURT;18ème Ardt;75118;2025-2026;Collège;"{""coordinates"": [2.3478620292642036, 48.88824190894073], ""type"": ""Point""}";48.88824190894073, 2.3478620292642036
COLLEGES (année scolaire 2025/2026);GEORGES CLEMENCEAU;43 RUE DES POISSONNIERS;18ème Ardt;75118;2025-2026;Collège;"{""coordinates"": [2.3515397719869475, 48.88906745779489], ""type"": ""Point""}";48.88906745779489, 2.3515397719869475
COLLEGES (année scolaire 2025/2026);JACQUES PREVERT;18 RUE SAINT-BENOIT;6ème Ardt;75106;2025-2026;Collège;"{""coordinates"": [2.3328455414566878, 48.85473387190791], ""type"": ""Point""}";48.85473387190791, 2.3328455414566878
COLLEGES (année scolaire 2025/2026);CHARLEMAGNE;13 RUE CHARLEMAGNE;4ème Ardt;75104;2025-2026;Collège;"{""coordinates"": [2.3603556466085682, 48.85415628971142], ""type"": ""Point""}";48.85415628971142, 2.3603556466085682
COLLEGES (année scolaire 2025/2026);HECTOR BERLIOZ;17 RUE GEORGETTE AGUTTE;18ème Ardt;75118;2025-2026;Collège;"{""coordinates"": [2.332815674978112, 48.89581466967536], ""type"": ""Point""}";48.89581466967536, 2.332815674978112
COLLEGES (année scolaire 2020/2021);LAVOISIER;17 RUE HENRI BARBUSSE;5ème Ardt;75105;2020-2021;Collège;"{""coordinates"": [2.3392948014490216, 48.842354560857245], ""type"": ""Point""}";48.842354560857245, 2.3392948014490216
COLLEGES (année scolaire 2020/2021);LUCIE ET RAYMOND AUBRAC;62 RUE DE LA FONTAINE AU ROI;11ème Ardt;75111;2020-2021;Collège;"{""coordinates"": [2.374321375328781, 48.86823413928675], ""type"": ""Point""}";48.86823413928675, 2.374321375328781
COLLEGES (année scolaire 2020/2021);JEAN-BAPTISTE SAY;11 bis RUE D' AUTEUIL;16ème Ardt;75116;2020-2021;Collège;"{""coordinates"": [2.267323661986637, 48.847305414456955], ""type"": ""Point""}";48.847305414456955, 2.267323661986637
COLLEGES (année scolaire 2020/2021);GERMAINE TILLION;8 AVENUE VINCENT D'INDY;12ème Ardt;75112;2020-2021;Collège;"{""coordinates"": [2.4117076060119294, 48.84313628382938], ""type"": ""Point""}";48.84313628382938, 2.4117076060119294
COLLEGES (année scolaire 2020/2021);PAUL VALERY;38 BOULEVARD SOULT;12ème Ardt;75112;2020-2021;Collège;"{""coordinates"": [2.4091790646003752, 48.83984209312885], ""type"": ""Point""}";48.83984209312885, 2.4091790646003752
COLLEGES (année scolaire 2021/2022);PAUL BERT;8 RUE HUYGHENS;14ème Ardt;75114;2021-2022;Collège;"{""coordinates"": [2.328851213098646, 48.84104135758076], ""type"": ""Point""}";48.84104135758076, 2.328851213098646
COLLEGES (année scolaire 2021/2022);GEORGES BRASSENS;4 RUE ERIK SATIE;19ème Ardt;75119;2021-2022;Collège;"{""coordinates"": [2.3863943215388685, 48.88433022802427], ""type"": ""Point""}";48.88433022802427, 2.3863943215388685
COLLEGES (année scolaire 2022/2023);JULES VERNE;20 RUE DE LA BRECHE AUX LOUPS;12ème Ardt;75112;2022-2023;Collège;"{""coordinates"": [2.3941783022137617, 48.8375505143775], ""type"": ""Point""}";48.8375505143775, 2.3941783022137617
COLLEGES (année scolaire 2022/2023);GERMAINE TILLION;8 AVENUE VINCENT D'INDY;12ème Ardt;75112;2022-2023;Collège;"{""coordinates"": [2.4117076060119294, 48.84313628382938], ""type"": ""Point""}";48.84313628382938, 2.4117076060119294
COLLEGES (année scolaire 2023/2024);MOLIERE;71 RUE DU RANELAGH;16ème Ardt;75116;2023-2024;Collège;"{""coordinates"": [2.272125246761933, 48.85500051295463], ""type"": ""Point""}";48.85500051295463, 2.272125246761933
COLLEGES (année scolaire 2023/2024);PIERRE JEAN DE BERANGER;5 RUE BERANGER;3ème Ardt;75103;2023-2024;Collège;"{""coordinates"": [2.3642603834093108, 48.865016990354505], ""type"": ""Point""}";48.865016990354505, 2.3642603834093108
COLLEGES (année scolaire 2023/2024);AIME CESAIRE;22 RUE PAJOL;18ème Ardt;75118;2023-2024;Collège;"{""coordinates"": [2.363067598532842, 48.8895947927362], ""type"": ""Point""}";48.8895947927362, 2.363067598532842
COLLEGES (année scolaire 2024/2025);LAVOISIER;17 RUE HENRI BARBUSSE;5ème Ardt;75105;2024-2025;Collège;"{""coordinates"": [2.3392948014490216, 48.842354560857245], ""type"": ""Point""}";48.842354560857245, 2.3392948014490216
COLLEGES (année scolaire 2025/2026);THOMAS MANN;91 AVENUE DE FRANCE;13ème Ardt;75113;2025-2026;Collège;"{""coordinates"": [2.377938859129365, 48.82891771170081], ""type"": ""Point""}";48.82891771170081, 2.377938859129365
